Job Title,Rating,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,Company,min_salary,max_salary,avg_salary,job_state,same_state,age
Woocommerce Data Governance Analyst,4.1,"Los Angeles, CA","Los Angeles, CA",51 - 200 ,Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1,"LiveGlam
",37,70,53.5,CA,1,5
"Analyst, Data Operations",3.9,"Burbank, CA","Burbank, CA",5001 - 10000 ,Public,Motion Picture Production & Distribution,Media,10 billion,NBCUniversal,-1,"Warner Bros. Entertainment
",37,70,53.5,CA,1,98
Data Analyst,3.5,"Irwindale, CA","Milton, WV",51 - 200 ,Private,Construction,"Construction, Repair & Maintenance",10 - 25 million,-1,-1,"Cenergy
",37,70,53.5,CA,0,1
Data Analyst (Apex Legends),3.9,"Los Angeles, CA","Redwood City, CA",5001 - 10000 ,Public,Video Games,Media,2 - 5 billion,"Riot Games, Google, Activision Blizzard",-1,"Electronic Arts
",37,70,53.5,CA,0,39
Data Intelligence Analyst II ( Epic Certification Required ),3.9,"Los Angeles, CA","Los Angeles, CA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2 - 5 billion,"UCLA Health, City of Hope, Keck Medicine of USC",-1,"Cedars-Sinai
",37,70,53.5,CA,1,119
Market Data Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",5001 - 10000 ,Private,Investment Banking & Asset Management,Finance,1 - 2 billion,-1,-1,"Capital Group
",37,70,53.5,CA,1,90
"Sr Analyst, Data Operations",3.7,"Burbank, CA","New York, NY",10000 ,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,10 billion,"Walt Disney Company, NBCUniversal",-1,"Turner Broadcasting
",37,70,53.5,CA,0,18
Data Analyst (Ryan White),4.7,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1 - 2 billion,"Kaiser Permanente, CVS Health, Walgreens",-1,"AIDS Healthcare Foundation
",37,70,53.5,CA,1,34
Senior Data Analyst,4.0,"Los Angeles, CA","Los Angeles, CA",1 - 50 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"Lucky Day
",37,70,53.5,CA,1,7
"Data System Analyst I, LACERA (Senior Java Developer)",3.5,"Pasadena, CA","Pasadena, CA",201 - 500 ,Government,Investment Banking & Asset Management,Finance,2 - 5 billion,-1,-1,"LACERA
",37,70,53.5,CA,1,83
Data Analyst,2.9,"Anaheim, CA","New York, NY",201 - 500 ,Private,Publishing,Media,50 - 100 million,-1,-1,"Arize Corporation
",37,70,53.5,CA,0,1
Data Analyst,2.8,"Burbank, CA","Burbank, CA",Unknown,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
",37,70,53.5,CA,1,1
Data Analyst,3.1,"El Segundo, CA","Melbourne, Australia",10000 ,Public,Financial Transaction Processing,Finance,2 - 5 billion,-1,-1,"Computershare
",37,70,53.5,CA,0,43
Junior Data Analyst,5.0,"Los Angeles, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",37,70,53.5,CA,0,13
Data Analyst,3.2,"Irwindale, CA","Houston, TX",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Cenergy International
",57,103,80.0,CA,0,1
Marketing Data Analyst,5.0,"Los Angeles, CA","Sherman Oaks, CA",1 - 50 ,Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,-1,"Scale Media
",57,103,80.0,CA,0,1
Data and Policy Analyst - Writer/Coordinator,3.2,"Los Angeles, CA","Burlingame, CA",201 - 500 ,Private,Federal Agencies,Government,10 - 25 million,Acumen,-1,"Acumen
",57,103,80.0,CA,0,25
Sr. Data/Report System Analyst,3.9,"Beverly Hills, CA","Los Angeles, CA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2 - 5 billion,"UCLA Health, City of Hope, Keck Medicine of USC",-1,"Cedars-Sinai
",57,103,80.0,CA,0,119
Senior Data Analyst,4.5,"Los Angeles, CA","Irvine, CA",51 - 200 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"Mobilityware
",57,103,80.0,CA,0,31
Data Analyst,3.9,"Anaheim, CA","Irvine, CA",201 - 500 ,Private,Brokerage Services,Finance,Unknown / Non-Applicable,-1,-1,"Acorns
",57,103,80.0,CA,0,1
Data Analyst - (Python),5.0,"Long Beach, CA","Dana Point, CA",1 - 50 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"LEAPROS
",57,103,80.0,CA,0,1
Data Analyst I,3.1,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",-1,"L.A. Care Health Plan
",57,103,80.0,CA,1,24
Senior Data Analyst,3.6,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Government,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,"Superior Court of California County of Los Angeles
",57,103,80.0,CA,1,1
Senior Data Analyst,3.3,"Los Angeles, CA","San Diego, CA",51 - 200 ,Private,Enterprise Software & Network Solutions,Information Technology,25 - 50 million,-1,-1,"Tillster
",57,103,80.0,CA,0,20
Billingual Chinese - Data Analyst,3.7,"Los Angeles, CA","Los Angeles, CA",1 - 50 ,Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,"Tripalink
",57,103,80.0,CA,1,5
Senior Data Analyst,4.6,"Los Angeles, CA","Los Angeles, CA",51 - 200 ,Subsidiary or Business Segment,Colleges & Universities,Education,Unknown / Non-Applicable,"Chegg, Tutor.com, Smarthinking",-1,"TutorMe
",57,103,80.0,CA,1,6
Reporting Data Analyst,4.5,"El Segundo, CA","El Segundo, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Century Group (CA)
",57,103,80.0,CA,1,32
Public Policy Data Analyst,3.9,"Los Angeles, CA","Los Gatos, CA",1001 - 5000 ,Public,Internet,Information Technology,5 - 10 billion,-1,-1,"Netflix, Inc.
",57,103,80.0,CA,0,24
Epidemiologist Data Analyst-Urology,3.8,"Los Angeles, CA","Sacramento, CA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2 - 5 billion,-1,-1,"UC Davis Medical Center
",57,103,80.0,CA,0,1
Data Analyst I,3.0,"Northridge, CA","Tarzana, CA",501 - 1000 ,Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,25 - 50 million,-1,-1,"Tarzana
",57,103,80.0,CA,0,50
Data Systems Analyst,3.9,"Los Angeles, CA","Los Angeles, CA",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"STAND 8 Technology Services
",57,103,80.0,CA,1,12
"Data Analyst, Predictive Analytics",3.4,"Los Angeles, CA","El Segundo, CA",1001 - 5000 ,Private,Internet,Information Technology,1 - 2 billion,-1,-1,"Internet Brands
",57,103,80.0,CA,0,23
Data Reporting Analyst,3.5,"Los Angeles, CA","Menlo Park, CA",10000 ,Public,Staffing & Outsourcing,Business Services,2 - 5 billion,"Adecco, Manpower",-1,"Robert Half
",57,103,80.0,CA,0,73
Senior Data Analyst,4.0,"Los Angeles, CA","New York, NY",5001 - 10000 ,Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,-1,"Fox Corporation
",57,103,80.0,CA,0,2
Business Data Analyst,5.0,"Los Angeles, CA","West Roxbury, MA",1 - 50 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"Connect International
",57,103,80.0,CA,0,1
Business Data Analyst,4.5,"Los Angeles, CA","Seoul, South Korea",501 - 1000 ,Private,Video Games,Media,Unknown / Non-Applicable,"Activision, Riot Games, Electronic Arts",-1,"PUBG Santa Monica
",57,103,80.0,CA,0,4
Epidemiologist Data Analyst-Urology,4.0,"Los Angeles, CA","Los Angeles, CA",5001 - 10000 ,Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Cedars-Sinai Medical Center, Loma Linda University Health, Harbor Hospital",-1,"UCLA Health
",57,103,80.0,CA,1,102
Mid-Senior Data Analyst,3.5,"Los Angeles, CA","Menlo Park, CA",10000 ,Public,Staffing & Outsourcing,Business Services,2 - 5 billion,"Adecco, Manpower",-1,"Robert Half
",57,103,80.0,CA,0,73
Associate Player Support Data Analyst,3.4,"El Segundo, CA","Santa Monica, CA",10000 ,Public,Video Games,Media,5 - 10 billion,-1,-1,"Activision Blizzard
",57,103,80.0,CA,0,42
BI/Data Analyst,2.1,"Los Angeles, CA","Los Angeles, CA",201 - 500 ,Private,Other Retail Stores,Retail,Unknown / Non-Applicable,-1,-1,"The Loot Company
",57,103,80.0,CA,1,9
"Sr. Data Analyst, Ad Operations",3.8,"Venice, CA","Venice, CA",201 - 500 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"System1
",57,103,80.0,CA,1,8
Data Analyst Junior,5.0,"Los Angeles, CA","Woodridge, IL",51 - 200 ,Private,IT Services,Information Technology,50 - 100 million,-1,-1,"Staffigo Technical Services, LLC
",35,45,40.0,CA,0,13
Research Sr. Data Analyst - Kaiser Permanente Bernard J. Tyson School of Medicine,4.0,"Pasadena, CA","Oakland, CA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10 billion,"HCA Healthcare, Dignity Health, Sutter Health",-1,"Kaiser Permanente
",35,45,40.0,CA,0,76
"Senior Business Technology Analyst - Big Data (Los Angeles area, CA)",3.8,"Los Angeles, CA","Evanston, IL",5001 - 10000 ,Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,"ZS Associates
",35,45,40.0,CA,0,38
Financial Data Analyst,3.8,"El Segundo, CA","Goleta, CA",501 - 1000 ,Private,Aerospace & Defense,Aerospace & Defense,50 - 100 million,-1,-1,"Tecolote Research
",35,45,40.0,CA,0,48
Enterprise Data Quality Analyst - EDM,3.6,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",-1,"City National Bank
",35,45,40.0,CA,1,67
Survey Data Analyst,4.9,"Los Angeles, CA","Walnut Creek, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"Cypress HCM
",35,45,40.0,CA,0,16
Enterprise Data Analyst,3.6,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",-1,"City National Bank
",35,45,40.0,CA,1,67
Data Analyst - Personalization,3.4,"Los Angeles, CA","El Segundo, CA",1001 - 5000 ,Private,Internet,Information Technology,1 - 2 billion,-1,-1,"Internet Brands, Inc.
",35,45,40.0,CA,0,23
Data Analyst / Developer,4.1,"Los Angeles, CA","Tampa, FL",10000 ,Public,Staffing & Outsourcing,Business Services,1 - 2 billion,-1,-1,"Kforce
",35,45,40.0,CA,0,55
Senior Data Bi Analyst,3.4,"Alhambra, CA","Sandy, UT",1 - 50 ,Private,-1,-1,1 million,-1,-1,"Apollo Medical Holdings, Inc.
",35,45,40.0,CA,0,1
"Operations Analyst, Data Governance",3.7,"Burbank, CA","New York, NY",10000 ,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,10 billion,"Walt Disney Company, NBCUniversal",-1,"Turner Broadcasting
",35,45,40.0,CA,0,18
"Analyst, Data (Pharmacy & SQL)",3.1,"Long Beach, CA","Long Beach, CA",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Molina Healthcare
",35,45,40.0,CA,1,41
"Sr. Business Analyst, Data Science and Analytics",3.0,"Santa Monica, CA","Santa Monica, CA",201 - 500 ,Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1,-1,"Beautycounter
",35,45,40.0,CA,1,8
Enterprise Data Quality Analyst - EDM,3.5,"Los Angeles, CA","Houston, TX",201 - 500 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Genuent
",35,45,40.0,CA,0,15
Microsoft Dynamics CRM Data Analyst,3.7,"Los Angeles, CA","Armonk, NY",10000 ,Public,IT Services,Information Technology,10 billion,"Amazon, Accenture, Microsoft",-1,"IBM
",35,45,40.0,CA,0,110
"Marketing Data Analyst, Teleflora",3.6,"Los Angeles, CA","Los Angeles, CA",5001 - 10000 ,Private,Consumer Products Manufacturing,Manufacturing,2 - 5 billion,-1,-1,"The Wonderful Company LLC
",35,45,40.0,CA,1,41
Senior Customer Data Analyst : 20,4.6,"Los Angeles, CA","Santa Clara, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,25 - 50 million,"Collabera, Artech Information Systems, TEKsystems",-1,"Akraya Inc.
",35,45,40.0,CA,0,20
Senior Data Analyst - User Growth,3.8,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"TikTok
",35,45,40.0,CA,1,5
Automotive Data Analyst,2.7,"El Segundo, CA","Los Angeles, CA",501 - 1000 ,Public,TV Broadcast & Cable Networks,Media,Unknown / Non-Applicable,-1,-1,"MotorTrend Group
",35,45,40.0,CA,0,73
Data Analyst - Product,3.4,"Brea, CA","Los Angeles, CA",1001 - 5000 ,Public,Insurance Carriers,Insurance,2 - 5 billion,-1,-1,"Mercury Insurance Group
",35,45,40.0,CA,0,60
"Sr. Analyst, Data",3.1,"Long Beach, CA","Long Beach, CA",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Molina Healthcare
",35,45,40.0,CA,1,41
Bilingual (Chinese) Data Analyst,3.7,"Los Angeles, CA","Los Angeles, CA",1 - 50 ,Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,"Tripalink
",42,66,54.0,CA,1,5
Data Entry Analyst,3.6,"Woodland Hills, CA","Jacksonville, FL",1001 - 5000 ,Public,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Ajilon
",42,66,54.0,CA,0,27
"Sr Analyst, Data Operations",5.0,"Burbank, CA","Bishnupur , India",Unknown,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"WB Technology
",42,66,54.0,CA,0,1
Data Intelligence Analyst II,4.0,"Los Angeles, CA","El Segundo, CA",201 - 500 ,Private,IT Services,Information Technology,25 - 50 million,"Kforce, NTT DATA, IBM",-1,"Prosum
",42,66,54.0,CA,0,25
Business Analyst / Data Analyst with Financial Industry Experience,3.0,"Monterey Park, CA","Hyderabad, India",1 - 50 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"INSPIRE IT Solutions
",42,66,54.0,CA,0,1
Sr. Data Analyst,3.3,"Burbank, CA","Overland Park, KS",201 - 500 ,Private,Computer Hardware & Software,Information Technology,25 - 50 million,-1,-1,"Saicon Consultants Inc
",42,66,54.0,CA,0,23
Jr. Data Analyst (Jr. DA),4.0,"Glendale, CA","Dayton, OH",1 - 50 ,Private,Health Care Services & Hospitals,Health Care,1 - 5 million,-1,-1,"Prime MSO, LLC.
",42,66,54.0,CA,0,1
Sr. Business Data Analyst,4.9,"Santa Monica, CA","Irvine, CA",51 - 200 ,Private,Staffing & Outsourcing,Business Services,10 - 25 million,"CyberCoders, Kforce, ASGN Incorporated",-1,"KORE1 Technologies
",42,66,54.0,CA,0,16
Data Reporting Analyst,3.6,"Pasadena, CA","New York, NY",501 - 1000 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Axelon Services Corporation
",42,66,54.0,CA,0,1
Pricing Data Analyst,3.6,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",-1,"City National Corporation
",42,66,54.0,CA,1,67
Senior Data Engineer & Analyst,5.0,"Pasadena, CA","Fremont, CA",51 - 200 ,Private,"Health, Beauty, & Fitness",Consumer Services,1 million,-1,-1,"Pddn
",42,66,54.0,CA,0,1
Principal Data Management Analyst,3.8,"Woodland Hills, CA","Falls Church, VA",10000 ,Public,Aerospace & Defense,Aerospace & Defense,10 billion,-1,-1,"Northrop Grumman
",42,66,54.0,CA,0,82
Sr. Data Analyst,4.3,"Burbank, CA","South Jordan, UT",201 - 500 ,Private,Staffing & Outsourcing,Business Services,50 - 100 million,-1,-1,"ConsultNet, LLC
",42,66,54.0,CA,0,25
Sr Data Analyst (DW),4.2,"Los Angeles, CA","Brea, CA",1 - 50 ,Private,IT Services,Information Technology,10 - 25 million,"OpenSymmetry, Perficient, DataClarity",-1,"Aviana Global Technologies, Inc
",42,66,54.0,CA,0,27
"Data Analyst, Product",3.9,"Culver City, CA","Los Angeles, CA",501 - 1000 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"Jam City
",42,66,54.0,CA,0,11
"Digital Media Data Analyst, Apple TV+",4.1,"Culver City, CA","Cupertino, CA",10000 ,Public,Computer Hardware & Software,Information Technology,10 billion,"Google, Microsoft, Samsung Electronics",-1,"Apple
",42,66,54.0,CA,0,45
Data Intelligence Analyst,3.4,"Cerritos, CA","Williamsville, NY",1 - 50 ,Private,IT Services,Information Technology,1 - 5 million,-1,-1,"EMINENT, INC.
",42,66,54.0,CA,0,1
"Operations Analyst, Data Governance",5.0,"Burbank, CA","Bishnupur , India",Unknown,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"WB Technology
",42,66,54.0,CA,0,1
Sr. Data Analyst,3.8,"Marina del Rey, CA","Marina del Rey, CA",201 - 500 ,Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,-1,"Dollar Shave Club
",42,66,54.0,CA,1,10
Data Technician/Analyst/Specialist,3.5,"Long Beach, CA","Singapore, Singapore",51 - 200 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"Leo Tech, LLC
",42,66,54.0,CA,0,1
Senior Data Analyst,3.8,"Culver City, CA","Los Angeles, CA",1001 - 5000 ,Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,"TikTok
",42,66,54.0,CA,0,5
Heightened Standards Data Analyst,3.6,"Beverly Hills, CA","Los Angeles, CA",1001 - 5000 ,Subsidiary or Business Segment,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"East West Bank, Bank of the West, First Republic Bank",-1,"City National Bank
",42,66,54.0,CA,0,67
Corporate: Data Analyst,3.4,"Torrance, CA","Carson, CA",1001 - 5000 ,Public,Automotive Parts & Accessories Stores,Retail,100 - 500 million,"AutoZone, eBay, Advance Auto Parts",-1,"U.S. Auto Parts Network, Inc.
",42,66,54.0,CA,0,26
Sr Data Analyst,3.1,"Los Angeles, CA","Los Angeles, CA",1 - 50 ,Private,Internet,Information Technology,10 - 25 million,-1,-1,"MyLife.com
",42,66,54.0,CA,1,19
Data Analyst I- ON SITE POSITION,1.0,"Panorama City, CA","Panorama City, CA",1 - 50 ,Public,-1,-1,Unknown / Non-Applicable,-1,-1,"Center for Family Health and Education
",42,66,54.0,CA,1,1
"Analyst, Data",3.1,"Long Beach, CA","Long Beach, CA",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Molina Healthcare
",42,66,54.0,CA,1,41
Senior Data Analyst,4.7,"Glendale, CA","Glendale, CA",51 - 200 ,Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,-1,"DISQO
",65,81,73.0,CA,1,7
Junior Data Analyst,3.9,"Long Beach, CA","Danbury, CT",201 - 500 ,Private,Industrial Manufacturing,Manufacturing,100 - 500 million,-1,-1,"Tech Air
",65,81,73.0,CA,0,86
SENIOR DATA BI ANALYST,2.5,"Alhambra, CA","Alhambra, CA",501 - 1000 ,Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,"Network Medical Management Inc
",65,81,73.0,CA,1,27
Data Analyst - MS Access & Excel,3.5,"Azusa, CA","Anaheim, CA",51 - 200 ,Private,Consulting,Business Services,10 - 25 million,-1,-1,"Midcom
",65,81,73.0,CA,0,42
Data Analyst (Asset Management / eDiscovery),3.8,"Burbank, CA","Los Angeles, CA",51 - 200 ,Private,Consulting,Business Services,5 - 10 million,-1,-1,"Odesus
",65,81,73.0,CA,0,20
Jr. Data Analyst,3.8,"El Segundo, CA","El Segundo, CA",51 - 200 ,Private,Consulting,Business Services,5 - 10 million,-1,-1,"Login Consulting Services
",65,81,73.0,CA,1,1
Sr. Data Analyst,4.0,"Marina del Rey, CA","London, United Kingdom",10000 ,Public,Consumer Products Manufacturing,Manufacturing,10 billion,"Procter & Gamble, Nestlé, Johnson & Johnson",-1,"Unilever
",65,81,73.0,CA,0,149
"Data Analyst - Health, Experienced",4.1,"Woodland Hills, CA","Oakland, CA",5001 - 10000 ,Nonprofit Organization,Insurance Carriers,Insurance,10 billion,-1,-1,"Blue Shield of California
",65,81,73.0,CA,0,82
Junior Data Analyst,3.8,"Long Beach, CA","Radnor, PA",10000 ,Public,Chemical Manufacturing,Manufacturing,5 - 10 billion,-1,-1,"Airgas
",65,81,73.0,CA,0,39
Reporting Data Analyst,3.0,"El Segundo, CA","New York, NY",1001 - 5000 ,Public,Venture Capital & Private Equity,Finance,1 - 2 billion,-1,-1,"Apollo Global Management
",65,81,73.0,CA,0,31
Data Intelligence Analyst,3.3,"Cerritos, CA","Cerritos, CA",201 - 500 ,Public,"Department, Clothing, & Shoe Stores",Retail,Unknown / Non-Applicable,-1,-1,"Revolve
",65,81,73.0,CA,1,18
"Data Analyst-Cerritos, CA",5.0,"Cerritos, CA","Alpharetta, GA",1 - 50 ,Private,-1,-1,1 million,-1,-1,"Georgia IT Inc.
",65,81,73.0,CA,0,1
Sr Performance Metrics Data Analyst,2.6,"Los Angeles, CA","Los Angeles, CA",201 - 500 ,Public,-1,-1,100 - 500 million,-1,-1,"Bank Of Hope
",65,81,73.0,CA,1,1
Student Data Compliance Analyst,3.3,"Los Angeles, CA","Los Angeles, CA",1001 - 5000 ,Nonprofit Organization,K-12 Education,Education,50 - 100 million,-1,-1,"KIPP SoCal Public Schools
",65,81,73.0,CA,1,18
Data Quality Control Analyst,3.5,"Glendale, CA","Houston, TX",201 - 500 ,Private,Staffing & Outsourcing,Business Services,100 - 500 million,-1,-1,"Genuent
",65,81,73.0,CA,0,15
Senior Data Management Analyst,3.0,"El Segundo, CA","New York, NY",1001 - 5000 ,Public,Venture Capital & Private Equity,Finance,1 - 2 billion,-1,-1,"Apollo Global Management
",65,81,73.0,CA,0,31
Sr. Data Analyst,2.8,"Burbank, CA","Burbank, CA",Unknown,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"SAG-AFTRA Health Plan and SAG-Producers Pension Plan
",65,81,73.0,CA,1,1
Data Analyst HEDIS Star,3.2,"Long Beach, CA","Long Beach, CA",501 - 1000 ,Nonprofit Organization,Insurance Carriers,Insurance,2 - 5 billion,-1,-1,"SCAN Health Plan
",65,81,73.0,CA,1,44
Senior Data Analyst,4.7,"Santa Monica, CA","Santa Monica, CA",51 - 200 ,Private,Video Games,Media,Unknown / Non-Applicable,-1,-1,"PlayQ
",65,81,73.0,CA,1,14
Sr. Data Analyst,3.1,"Long Beach, CA","Long Beach, CA",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Molina Healthcare
",65,81,73.0,CA,1,41
SAP Master Data Analyst,2.5,"Los Angeles, CA","Bolton, CT",51 - 200 ,Private,Consumer Products Manufacturing,Manufacturing,10 - 25 million,-1,-1,"NetSource, Inc.
",65,81,73.0,CA,0,1
Service Operations Data Analyst,3.3,"City of Industry, CA","City of Industry, CA",501 - 1000 ,Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,"John Deere, Bobcat Company",-1,"Quinn Group, Inc.
",65,81,73.0,CA,1,102
System and Data Analyst,2.9,"Arcadia, CA","Arcadia, CA",501 - 1000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,50 - 100 million,-1,-1,"Pacific Clinics
",113,132,122.5,CA,1,95
Service Operations Data Analyst,5.0,"City of Industry, CA","Taipei, Taiwan",51 - 200 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"Quinn Group
",113,132,122.5,CA,0,1
Business Analyst Asset Data Management,4.0,"Los Angeles, CA","Boca Raton, FL",51 - 200 ,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"NRC INC
",113,132,122.5,CA,0,1
Sr Digital Marketing Data Analyst (PAID SOCIAL),5.0,"Santa Monica, CA","San Mateo, CA",1 - 50 ,Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,"LaBine & Associates
",113,132,122.5,CA,0,8
19-0574 - Service Operations Data Analyst,3.3,"City of Industry, CA","City of Industry, CA",501 - 1000 ,Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",Unknown / Non-Applicable,"John Deere, Bobcat Company",-1,"Quinn Company CAT
",113,132,122.5,CA,1,102
Discovery Data Analyst,2.9,"Burbank, CA","Singapore, Singapore",201 - 500 ,Private,Accounting,Accounting & Legal,Unknown / Non-Applicable,-1,-1,"NTT DATA, Inc.
",113,132,122.5,CA,0,1
"Analyst, Financial Master Data",5.0,"Burbank, CA","Bishnupur , India",Unknown,Private,-1,-1,Unknown / Non-Applicable,-1,-1,"WB Technology
",113,132,122.5,CA,0,1
Data Analyst-HEDIS & Star,3.2,"Long Beach, CA","Long Beach, CA",501 - 1000 ,Nonprofit Organization,Insurance Carriers,Insurance,2 - 5 billion,-1,-1,"SCAN Health Plan
",113,132,122.5,CA,1,44
Music Copyright Data Analyst,3.3,"Woodland Hills, CA","Glendale, CA",1001 - 5000 ,Private,Staffing & Outsourcing,Business Services,1 - 2 billion,"Kelly, Manpower",-1,"AppleOne
",113,132,122.5,CA,0,57
Sr. Data Analyst,3.8,"El Segundo, CA","El Segundo, CA",51 - 200 ,Private,Consulting,Business Services,5 - 10 million,-1,-1,"Login Consulting Services
",113,132,122.5,CA,1,1
Sr. Data Governance Analyst,4.0,"Arcadia, CA","Plainsboro, NJ",1 - 50 ,Private,Accounting,Accounting & Legal,1 million,-1,-1,"Lorven Technologies Inc
",113,132,122.5,CA,0,1
"Data Analyst - Health, Senior",4.1,"Woodland Hills, CA","Oakland, CA",5001 - 10000 ,Nonprofit Organization,Insurance Carriers,Insurance,10 billion,-1,-1,"Blue Shield of California
",113,132,122.5,CA,0,82
Data Entry Clerk and Analyst - Financial,2.8,"Burbank, CA","Chicago, IL",51 - 200 ,Private,IT Services,Information Technology,10 - 25 million,-1,-1,"Information Technology Partners
",113,132,122.5,CA,0,30
"Analyst, Financial Master Data",3.9,"Burbank, CA","Burbank, CA",5001 - 10000 ,Public,Motion Picture Production & Distribution,Media,10 billion,NBCUniversal,-1,"Warner Bros. Entertainment
",113,132,122.5,CA,1,98
Senior Clinical Data Analyst,3.4,"Gardena, CA","Renton, WA",10000 ,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100 - 500 million,-1,-1,"Providence Health & Services
",113,132,122.5,CA,0,166
Sr. Data Analyst (Pharmacy),3.1,"Long Beach, CA","Long Beach, CA",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Molina Healthcare
",113,132,122.5,CA,1,41
"Sr Analyst, Data",3.1,"Long Beach, CA","Long Beach, CA",10000 ,Public,Insurance Carriers,Insurance,10 billion,-1,-1,"Molina Healthcare
",113,132,122.5,CA,1,41
Systems and Data Analyst,2.4,"Los Angeles, CA","Los Angeles, CA",201 - 500 ,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,-1,"To Help Everyone Health & Wellness Centers
",113,132,122.5,CA,1,1
